"dtype","param","subjid","fidtc","afidtc","aval","afdtc1","aval1"
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"DIOD_2020-12-31",1
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"DIOD_2021-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"DIOD_2022-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"DIOD_2023-12-31",0.9047351169076544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"DIOD_2024-09-30",0.352113775102187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"XPEL_2020-12-31",0.7533979862685405
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"XPEL_2021-12-31",0.7725867141368439
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"XPEL_2022-12-31",0.7761874368992737
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2020-12-31",1,"DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"DIOD_2020-12-31",1
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"DIOD_2021-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"DIOD_2022-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"DIOD_2023-12-31",0.9047351169076544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"DIOD_2024-09-30",0.352113775102187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"XPEL_2020-12-31",0.7533979862685405
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"XPEL_2021-12-31",0.7725867141368439
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"XPEL_2022-12-31",0.7761874368992737
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900094,"DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"DIOD_2020-12-31",1
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"DIOD_2021-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"DIOD_2022-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"DIOD_2023-12-31",0.9047351169076544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"DIOD_2024-09-30",0.352113775102187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"XPEL_2020-12-31",0.7533979862685405
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"XPEL_2021-12-31",0.7725867141368439
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"XPEL_2022-12-31",0.7761874368992737
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2022-12-31",0.9410238147464962,"DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"DIOD_2020-12-31",1
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"DIOD_2021-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"DIOD_2022-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"DIOD_2023-12-31",0.9047351169076544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"DIOD_2024-09-30",0.352113775102187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"XPEL_2020-12-31",0.7533979862685405
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"XPEL_2021-12-31",0.7725867141368439
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"XPEL_2022-12-31",0.7761874368992737
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2023-12-31",0.9047351169076544,"DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"DIOD_2020-12-31",1
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"DIOD_2021-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"DIOD_2022-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"DIOD_2023-12-31",0.9047351169076544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"DIOD_2024-09-30",0.352113775102187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"XPEL_2020-12-31",0.7533979862685405
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"XPEL_2021-12-31",0.7725867141368439
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"XPEL_2022-12-31",0.7761874368992737
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2024-09-30",0.352113775102187,"DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"DIOD_2020-12-31",1
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"DIOD_2021-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"DIOD_2022-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"DIOD_2023-12-31",0.9047351169076544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"DIOD_2024-09-30",0.352113775102187
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"XPEL_2020-12-31",0.7533979862685405
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"XPEL_2021-12-31",0.7725867141368439
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"XPEL_2022-12-31",0.7761874368992737
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"XPEL_2023-12-31",0.7846933419905618
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"XPEL_2024-09-30",0.32146535558024836
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2020-12-31","DIOD_2021-12-31",0.9661455850900095,"DIOD_2021-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2021-12-31",-0.24647108646981888
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2022-12-31",0.22393855355576547
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2023-12-31",-0.08405820055682059
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2020-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2021-12-31",0.9999999999999999
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2022-12-31",0.9892300227974944
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2023-12-31",0.9628104060953177
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2024-09-30",0.4337750190346986
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2020-12-31",0.8401733374452838
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2021-12-31",0.8310205934987045
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2022-12-31",0.8590242787265931
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2023-12-31",0.8740009191443576
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"XPEL_2024-09-30",0.4241994661661693
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2020-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2021-12-31",1.0000000000000002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2023-12-31",0.962810406095318
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2024-09-30",0.4337750190346987
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2020-12-31",0.9661455850900094,"DIOD_2022-12-31",0.9892300227974945
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2021-12-31",-0.24647108646981888
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2022-12-31",0.22393855355576547
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2023-12-31",-0.08405820055682059
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2020-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2021-12-31",0.9999999999999999
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2022-12-31",0.9892300227974944
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2023-12-31",0.9628104060953177
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2024-09-30",0.4337750190346986
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2020-12-31",0.8401733374452838
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2021-12-31",0.8310205934987045
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2022-12-31",0.8590242787265931
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2023-12-31",0.8740009191443576
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"XPEL_2024-09-30",0.4241994661661693
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2020-12-31",0.9661455850900095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2021-12-31",1.0000000000000002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2023-12-31",0.962810406095318
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2024-09-30",0.4337750190346987
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2021-12-31",0.9999999999999999,"DIOD_2022-12-31",0.9892300227974945
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"XPEL_2021-12-31",-0.24647108646981888
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"XPEL_2022-12-31",0.22393855355576547
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"XPEL_2023-12-31",-0.08405820055682059
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"DIOD_2020-12-31",0.9661455850900094
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"DIOD_2021-12-31",0.9999999999999999
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"DIOD_2022-12-31",0.9892300227974944
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"DIOD_2023-12-31",0.9628104060953177
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"DIOD_2024-09-30",0.4337750190346986
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"XPEL_2020-12-31",0.8401733374452838
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974944,"XPEL_2021-12-31",0.8310205934987045
