"domain","ficat","figrpid","subjid","fitest","fiorres","fiorresu","fidtc","fidt"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","investedCapital",1699088000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","investedCapital",1802824000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalEquityGrossMinorityInterest",1016123000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalEquityGrossMinorityInterest",1302724000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalEquityGrossMinorityInterest",1582919000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalEquityGrossMinorityInterest",1809677000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tangibleBookValue",694898000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tangibleBookValue",992802000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tangibleBookValue",1289751000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","tangibleBookValue",1530246000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","netDebt",182537000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","grossPPE",1322163000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","grossPPE",1418443000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","grossPPE",1649975000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","grossPPE",1750439000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accumulatedDepreciation",-791348000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accumulatedDepreciation",-836364000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accumulatedDepreciation",-913245000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","accumulatedDepreciation",-1004270000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","receivables",320061000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","receivables",358496000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","receivables",369233000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","receivables",371930000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","allowanceForDoubtfulAccountsReceivable",-3806000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","costOfRevenue",857067000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","costOfRevenue",798094000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","costOfRevenue",1134802000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","costOfRevenue",1173343000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","costOfRevenue",1003557000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpenseNonOperating",2321000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpenseNonOperating",11662000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpenseNonOperating",7491000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpenseNonOperating",8320000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpenseNonOperating",5700000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingRevenue",1294521000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingRevenue",1229215000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingRevenue",1805162000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingRevenue",2000580000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingRevenue",1661739000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","grossProfit",437454000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","grossProfit",431121000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","grossProfit",670360000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","grossProfit",827237000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","grossProfit",658182000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledDepreciation",136893000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledDepreciation",108007000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledDepreciation",122435000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledDepreciation",127759000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledDepreciation",137330000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","amortizationOfIntangiblesIncomeStatement",15303000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","amortizationOfIntangiblesIncomeStatement",16261000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","amortizationOfIntangiblesIncomeStatement",16216000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","amortizationOfIntangiblesIncomeStatement",15610000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","amortizationOfIntangiblesIncomeStatement",15282000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","eBITDA",217504000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","eBITDA",240010000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","eBITDA",445021000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","eBITDA",532019000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","eBITDA",420963000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","totalOperatingIncomeAsReported",59236000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","totalOperatingIncomeAsReported",134332000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","totalOperatingIncomeAsReported",275985000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","totalOperatingIncomeAsReported",408193000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","totalOperatingIncomeAsReported",250571000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncomeContinuousOperations",65720000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncomeContinuousOperations",99229000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncomeContinuousOperations",236288000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncomeContinuousOperations",339255000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncomeContinuousOperations",230648000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncome",61075000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncome",98088000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncome",228763000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncome",331283000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netIncome",227182000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpense",2321000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpense",11662000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpense",7491000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpense",8320000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestExpense",5700000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestIncome",18218000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestIncome",1066000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestIncome",3139000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestIncome",3672000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","interestIncome",13338000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","impairmentOfCapitalAssets",0,"USD","2019-12-31","2019-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherNonOperatingIncomeExpenses",5162000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherNonOperatingIncomeExpenses",4336000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherNonOperatingIncomeExpenses",17551000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherNonOperatingIncomeExpenses",6787000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherNonOperatingIncomeExpenses",6721000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherIncomeExpense",3671000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherIncomeExpense",-3501000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherIncomeExpense",43216000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherIncomeExpense",-3954000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherIncomeExpense",20186000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingIncome",58722000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingIncome",134438000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingIncome",276231000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingIncome",404542000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","operatingIncome",250109000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netInterestIncome",15897000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netInterestIncome",-10596000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netInterestIncome",-4352000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netInterestIncome",-4648000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","netInterestIncome",7638000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledCostOfRevenue",735477000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledCostOfRevenue",706348000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledCostOfRevenue",1028583000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledCostOfRevenue",1061194000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","reconciledCostOfRevenue",881509000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","shareIssued",53536052,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","shareIssued",54290287,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","shareIssued",54751303,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","shareIssued",55225244,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfSecurity",-2005000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfSecurity",-7731000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfSecurity",25911000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfSecurity",-14392000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfSecurity",13003000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherOperatingExpenses",1067000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherOperatingExpenses",1003000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherOperatingExpenses",-108000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","otherOperatingExpenses",-16000,"USD","2023-12-31","2023-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfPPE",7570000,"USD","2024-09-30","2024-09-30"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfPPE",-106000,"USD","2020-12-31","2020-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfPPE",-246000,"USD","2021-12-31","2021-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfPPE",3651000,"USD","2022-12-31","2022-12-31"
"FI","INCOME STATEMENT","RUSSEL 2000","DIOD","gainOnSaleOfPPE",2045000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentAssets",70193000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentAssets",107194000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentAssets",83999000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherCurrentAssets",97024000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workInProcess",73466000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workInProcess",81784000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workInProcess",80616000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","workInProcess",72876000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalDebt",488479000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalDebt",334551000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalDebt",213674000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","totalDebt",98358000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","netPPE",530815000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","netPPE",582079000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","netPPE",736730000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","netPPE",746169000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","buildingsAndImprovements",267700000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","buildingsAndImprovements",276958000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","buildingsAndImprovements",323941000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","buildingsAndImprovements",340488000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalLeaseObligations",37877000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalLeaseObligations",33528000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalLeaseObligations",28231000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","capitalLeaseObligations",36275000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","gainsLossesNotAffectingRetainedEarnings",-73606000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","gainsLossesNotAffectingRetainedEarnings",-50517000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","gainsLossesNotAffectingRetainedEarnings",-128233000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","gainsLossesNotAffectingRetainedEarnings",-143227000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAssets",1023987000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAssets",1187672000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAssets",1161671000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentAssets",1187385000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredAssets",57841000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredAssets",21256000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredAssets",35308000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredAssets",51620000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","rawMaterials",148090000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","rawMaterials",158281000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","allowanceForDoubtfulAccountsReceivable",-4324000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","allowanceForDoubtfulAccountsReceivable",-5852000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","allowanceForDoubtfulAccountsReceivable",-5641000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredTaxesAssets",57841000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredTaxesAssets",21256000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredTaxesAssets",35308000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredTaxesAssets",51620000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredLiabilities",61355000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredLiabilities",66448000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredLiabilities",38879000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","nonCurrentDeferredLiabilities",41157000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","constructionInProgress",45060000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","constructionInProgress",111987000,"USD","2021-12-31","2021-12-31"
