"domain","ficat","figrpid","subjid","fitest","fiorres","fiorresu","fidtc","fidt"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredIncomeTax",-39225000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredIncomeTax",-13349000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","deferredIncomeTax",-11177000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netBusinessPurchaseAndSale",-24593000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netBusinessPurchaseAndSale",9782000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netBusinessPurchaseAndSale",-64709000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netBusinessPurchaseAndSale",6289000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repaymentOfDebt",-785654000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repaymentOfDebt",-732373000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repaymentOfDebt",-599244000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repaymentOfDebt",-178528000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","repaymentOfDebt",-84678000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingOperatingActivities",187220000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingOperatingActivities",338543000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingOperatingActivities",392501000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingOperatingActivities",280914000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","cashFlowFromContinuingOperatingActivities",76005000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInCashSupplementalAsReported",61022000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInCashSupplementalAsReported",46289000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInCashSupplementalAsReported",-25719000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInCashSupplementalAsReported",-22616000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInCashSupplementalAsReported",19447000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","investingCashFlow",-106772000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","investingCashFlow",-144229000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","investingCashFlow",-265263000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","investingCashFlow",-158322000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfInvestment",7328000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfInvestment",17431000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfInvestment",6531000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfInvestment",15340000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfPPE",232000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfPPE",3207000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfPPE",418000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfPPE",2769000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","saleOfPPE",1780000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnInvestmentSecurities",-1766000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnInvestmentSecurities",-37896000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnInvestmentSecurities",-273000,"USD","2019-12-31","2019-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInTaxPayable",-3359000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInTaxPayable",-1455000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInTaxPayable",-8333000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInTaxPayable",-9307000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInTaxPayable",-27222000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netShortTermDebtIssuance",36985000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netShortTermDebtIssuance",-124510000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netShortTermDebtIssuance",20793000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netShortTermDebtIssuance",4527000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netShortTermDebtIssuance",5115000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtPayments",-40498000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtPayments",-146372000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtPayments",-93498000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtPayments",-24509000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtPayments",-75632000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnSaleOfPPE",119000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnSaleOfPPE",243000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnSaleOfPPE",-3626000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnSaleOfPPE",-2045000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","gainLossOnSaleOfPPE",-6016000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","investingCashFlow",-77826000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPrepaidAssets",-9067000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPrepaidAssets",-25445000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPrepaidAssets",-6630000,"USD","2019-12-31","2019-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netInvestmentPurchaseAndSale",-7340000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netInvestmentPurchaseAndSale",-15345000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netInvestmentPurchaseAndSale",4019000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netInvestmentPurchaseAndSale",-20693000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netInvestmentPurchaseAndSale",-4876000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciation",91747000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciation",106219000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciation",112149000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciation",122048000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciation",121590000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtIssuance",77483000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtIssuance",21862000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtIssuance",114291000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtIssuance",29036000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","shortTermDebtIssuance",80747000,"USD","2024-09-30","2024-09-30"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentDebtAndCapitalLeaseObligation",46663000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentDebtAndCapitalLeaseObligation",45393000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","currentDebtAndCapitalLeaseObligation",53996000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","landAndImprovements",66998000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","landAndImprovements",66901000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","landAndImprovements",67846000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","landAndImprovements",74218000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","prepaidAssets",70193000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","prepaidAssets",107194000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","prepaidAssets",83999000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","prepaidAssets",48833000,"USD","2019-12-31","2019-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","incomeTaxPayable",19177000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","incomeTaxPayable",29682000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","incomeTaxPayable",19682000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","incomeTaxPayable",10459000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherShortTermInvestments",6142000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherShortTermInvestments",6542000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherShortTermInvestments",7059000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","otherShortTermInvestments",10174000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasuryStock",335910000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasuryStock",336894000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasuryStock",337490000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","treasuryStock",337986000,"USD","2023-12-31","2023-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","lineOfCredit",140563000,"USD","2020-12-31","2020-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","lineOfCredit",18068000,"USD","2021-12-31","2021-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","lineOfCredit",36280000,"USD","2022-12-31","2022-12-31"
"FI","BALANCE SHEET","RUSSEL 2000","DIOD","lineOfCredit",40685000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","incomeTaxPaidSupplementalData",47891000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","incomeTaxPaidSupplementalData",56077000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","incomeTaxPaidSupplementalData",88687000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","incomeTaxPaidSupplementalData",97668000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","incomeTaxPaidSupplementalData",28245000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","freeCashFlow",111407000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","freeCashFlow",197348000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","freeCashFlow",180773000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","freeCashFlow",130145000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","freeCashFlow",-4620000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockPayments",-296705000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockPayments",0,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockPayments",0,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","commonStockPayments",0,"USD","2019-12-31","2019-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherInvestingChanges",742000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherInvestingChanges",-678000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherInvestingChanges",6737000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherInvestingChanges",4082000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netOtherInvestingChanges",-394000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfCapitalStock",6830000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfCapitalStock",4337000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfCapitalStock",140000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","issuanceOfCapitalStock",0,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","longTermDebtPayments",-745156000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","longTermDebtPayments",-586001000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","longTermDebtPayments",-505746000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","longTermDebtPayments",-154019000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","longTermDebtPayments",-9046000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","effectOfExchangeRateChanges",34876000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","effectOfExchangeRateChanges",10416000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","effectOfExchangeRateChanges",-27244000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","effectOfExchangeRateChanges",-485000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","effectOfExchangeRateChanges",30849000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netCommonStockIssuance",-289875000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netCommonStockIssuance",4337000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netCommonStockIssuance",140000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netCommonStockIssuance",0,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAndAmortization",108007000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAndAmortization",122435000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAndAmortization",127759000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAndAmortization",137330000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAndAmortization",136893000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInOtherCurrentAssets",-25445000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInOtherCurrentAssets",1847000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInOtherCurrentAssets",-17971000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInOtherCurrentAssets",27842000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayable",4063000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayable",54173000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayable",-58409000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayable",-11472000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInPayable",-41899000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","operatingCashFlow",187220000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","operatingCashFlow",338543000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","operatingCashFlow",392501000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","operatingCashFlow",280914000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","operatingCashFlow",76005000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAmortizationDepletion",108007000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAmortizationDepletion",122435000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAmortizationDepletion",127759000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAmortizationDepletion",137330000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","depreciationAmortizationDepletion",136893000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIssuancePaymentsOfDebt",248192000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIssuancePaymentsOfDebt",-152920000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIssuancePaymentsOfDebt",-112271000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIssuancePaymentsOfDebt",-124403000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","netIssuancePaymentsOfDebt",2235000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccruedExpense",-9198000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccruedExpense",29352000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccruedExpense",31760000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccruedExpense",-17749000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInAccruedExpense",-35273000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfInvestment",-17617000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfInvestment",-22673000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfInvestment",-13412000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfInvestment",-27224000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","purchaseOfInvestment",-20216000,"USD","2024-09-30","2024-09-30"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInIncomeTaxPayable",-3359000,"USD","2020-12-31","2020-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInIncomeTaxPayable",-1455000,"USD","2021-12-31","2021-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInIncomeTaxPayable",-8333000,"USD","2022-12-31","2022-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInIncomeTaxPayable",-9307000,"USD","2023-12-31","2023-12-31"
"FI","CASH FLOWS","RUSSEL 2000","DIOD","changeInIncomeTaxPayable",-27222000,"USD","2024-09-30","2024-09-30"
