"domain","ficat","subjid","fitest","fiorres","fiorresu","fidtc","fiperiod"
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",381000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",463000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",783000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",372000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",1999000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","IssuanceOfDebt",21424000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfDebt",12827000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfDebt",12081000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfDebt",44342000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfDebt",17780000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfDebt",87030000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetBusinessPurchaseAndSale",0,"USD","2023-06-30","3M"
"FI","CASH FLOWS","DIOD","NetBusinessPurchaseAndSale",0,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetBusinessPurchaseAndSale",6289000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetLongTermDebtIssuance",-32276000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetLongTermDebtIssuance",-3573000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetLongTermDebtIssuance",-298000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetLongTermDebtIssuance",-274000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetLongTermDebtIssuance",1265000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetLongTermDebtIssuance",-2880000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetOtherInvestingChanges",2551000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherInvestingChanges",-1249000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetOtherInvestingChanges",1900000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetOtherInvestingChanges",4873000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherInvestingChanges",-5918000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherInvestingChanges",-394000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",-2995000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",9628000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",8926000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",-21905000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",8466000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",5115000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","OperatingCashFlow",50094000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","OperatingCashFlow",38392000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","OperatingCashFlow",-31143000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","OperatingCashFlow",14399000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","OperatingCashFlow",54357000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","OperatingCashFlow",76005000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","OperatingGainsLosses",-2955000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","OperatingGainsLosses",-2334000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","OperatingGainsLosses",-5248000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","OperatingGainsLosses",-4439000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","OperatingGainsLosses",2826000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","OperatingGainsLosses",-9195000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","OtherNonCashItems",-1846000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","OtherNonCashItems",-3336000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","OtherNonCashItems",-3334000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","OtherNonCashItems",-2737000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","OtherNonCashItems",-3226000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","OtherNonCashItems",-12633000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","PurchaseOfPPE",-38483000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfPPE",-27297000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfPPE",-20381000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfPPE",-17947000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfPPE",-15000000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfPPE",-80625000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","GainLossOnSaleOfPPE",-6016000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","InvestingCashFlow",-31880000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","InvestingCashFlow",-28951000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","InvestingCashFlow",-18279000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","InvestingCashFlow",-12561000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","InvestingCashFlow",-18035000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","InvestingCashFlow",-77826000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","LongTermDebtIssuance",15011000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtIssuance",0,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtIssuance",3155000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtIssuance",0,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtIssuance",3128000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtIssuance",6283000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetCommonStockIssuance",0,"USD","2023-06-30","3M"
"FI","CASH FLOWS","DIOD","NetCommonStockIssuance",0,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetCommonStockIssuance",0,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetInvestmentPurchaseAndSale",2337000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetInvestmentPurchaseAndSale",-7386000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetInvestmentPurchaseAndSale",80000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetInvestmentPurchaseAndSale",470000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetInvestmentPurchaseAndSale",1960000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetInvestmentPurchaseAndSale",-4876000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",-35271000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",6055000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",8628000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",-22179000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",9731000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",2235000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","PurchaseOfBusiness",0,"USD","2023-06-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfBusiness",0,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfBusiness",-3000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfInvestment",-1972000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfInvestment",-7258000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfInvestment",-1483000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfInvestment",-631000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfInvestment",-10844000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","PurchaseOfInvestment",-20216000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","RepaymentOfDebt",-56684000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","RepaymentOfDebt",-6691000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","RepaymentOfDebt",-3439000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","RepaymentOfDebt",-66508000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","RepaymentOfDebt",-8040000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","RepaymentOfDebt",-84678000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","SaleOfInvestment",4309000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfInvestment",-128000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","SaleOfInvestment",1563000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","SaleOfInvestment",1101000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfInvestment",12804000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfInvestment",15340000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","StockBasedCompensation",5969000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","StockBasedCompensation",7475000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","StockBasedCompensation",5072000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","StockBasedCompensation",4246000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","StockBasedCompensation",6765000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","StockBasedCompensation",23558000,"USD","2024-09-30","TTM"
"FI","BALANCE SHEET","DIOD","RawMaterials",183724000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","RawMaterials",187096000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","RawMaterials",184951000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","RawMaterials",188145000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","RawMaterials",209330000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","RestrictedCash",2592000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","RestrictedCash",3026000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","RestrictedCash",4358000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","RestrictedCash",2948000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","RestrictedCash",5220000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1689662000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1740741000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1748590000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1774355000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1811584000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalAssets",2340222000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalAssets",2367659000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","TotalAssets",2356172000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","TotalAssets",2361057000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","TotalAssets",2389382000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalDebt",53198000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalDebt",98358000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","TotalDebt",69837000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","TotalDebt",46675000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","TotalDebt",57867000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",581339000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",557982000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",531361000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",509481000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",506073000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",166432000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",164484000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",154082000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",148526000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",153290000,"USD","2024-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalTaxPayable",29892000,"USD","2023-09-30","3M"
"FI","BALANCE SHEET","DIOD","TotalTaxPayable",13677000,"USD","2023-12-31","3M"
"FI","BALANCE SHEET","DIOD","TotalTaxPayable",13283000,"USD","2024-03-31","3M"
"FI","BALANCE SHEET","DIOD","TotalTaxPayable",9145000,"USD","2024-06-30","3M"
"FI","BALANCE SHEET","DIOD","TotalTaxPayable",3506000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3808000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3806000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3810000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3854000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3833000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",15303000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingInvestingActivities",-31880000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingInvestingActivities",-28951000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingInvestingActivities",-18279000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingInvestingActivities",-12561000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingInvestingActivities",-18035000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingInvestingActivities",-77826000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ChangeInAccountPayable",10304000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccountPayable",-5477000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccountPayable",-9117000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccountPayable",8210000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccountPayable",-8293000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccountPayable",-14677000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",9864000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-15834000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-15469000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-454000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-3516000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-35273000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ChangeInCashSupplementalAsReported",-27099000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInCashSupplementalAsReported",20846000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInCashSupplementalAsReported",-47923000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInCashSupplementalAsReported",-2903000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInCashSupplementalAsReported",49427000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInCashSupplementalAsReported",19447000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",1310000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",-1888000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",-1008000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",762000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",987000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",-1147000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",23927000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-41558000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-21729000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",3741000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-17626000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-77172000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","CommonStockIssuance",0,"USD","2023-06-30","3M"
"FI","CASH FLOWS","DIOD","CommonStockIssuance",0,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","CommonStockIssuance",0,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","EffectOfExchangeRateChanges",-1294000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","EffectOfExchangeRateChanges",5450000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","EffectOfExchangeRateChanges",-1683000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","EffectOfExchangeRateChanges",15415000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","EffectOfExchangeRateChanges",11667000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","EffectOfExchangeRateChanges",30849000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",24588000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",9943000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",2562000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",6534000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",9206000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",28245000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","IssuanceOfCapitalStock",0,"USD","2023-06-30","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfCapitalStock",0,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","IssuanceOfCapitalStock",0,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-47276000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-3492000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-3439000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-261000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-1854000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-9046000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetIncome",48720000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncome",25292000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetIncome",14038000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetIncome",8000000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetIncome",13745000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncome",61075000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",49833000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",25107000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",15269000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",10161000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",15183000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",65720000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-8748000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-100000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-5446000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",2023000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-8293000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-11816000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-36768000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-26605000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-20259000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-17904000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-14077000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-78845000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","SaleOfPPE",1715000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",692000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",122000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",43000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",923000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",1780000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",6413000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",12827000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",8926000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",44342000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",14652000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",80747000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-9408000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-3199000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",0,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-66247000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-6186000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-75632000,"USD","2024-09-30","TTM"
